MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Temperature,Humidity,Rainfall
5,2,5,7,3,2,4,6,7,5,7,5,5,2,3,5,6,6,1,2,0.44,,,
1,5,5,8,7,7,5,10,6,4,4,7,5,6,11,10,4,2,6,5,0.59,,,
2,2,8,1,3,7,5,3,7,1,7,6,6,7,7,10,2,3,8,4,0.495,,,
3,6,7,5,3,4,6,7,7,8,9,1,4,8,4,3,1,4,7,6,0.515,,,
5,4,4,4,6,5,2,5,8,9,4,5,11,7,6,6,2,2,5,8,0.54,,,
3,5,5,3,2,2,8,5,7,6,3,7,6,8,4,2,7,2,7,10,0.51,,,
8,5,10,5,7,7,6,5,6,4,3,4,6,4,6,3,6,6,4,5,0.55,,,
6,3,6,7,9,9,9,6,3,4,0,2,6,3,4,7,5,9,4,9,0.555,,,
4,5,3,2,4,4,5,4,6,7,6,0,1,4,4,6,3,5,4,6,0.415,,,
2,6,8,7,8,4,5,7,5,3,4,4,2,6,4,7,3,6,7,6,0.52,,,
3,5,3,7,1,10,4,4,10,5,2,3,4,2,4,3,3,8,7,6,0.47,,,
4,4,8,8,7,6,7,5,3,4,3,3,5,5,7,8,6,5,5,7,0.55,,,
4,6,9,2,2,5,5,2,8,3,6,6,3,3,7,3,8,6,3,5,0.48,,,
6,6,5,5,4,4,2,6,2,5,4,3,4,5,4,5,2,8,5,4,0.445,,,
3,8,1,4,4,4,4,8,5,5,6,9,6,3,5,4,3,5,6,6,0.495,,,
2,7,7,9,1,5,8,2,3,4,7,5,3,2,3,4,3,6,5,10,0.48,,,
5,6,6,5,3,7,4,7,4,6,4,6,2,8,5,5,4,8,3,4,0.51,,,
5,2,10,5,11,7,3,7,4,7,9,2,5,3,3,6,2,8,3,5,0.535,,,
3,9,3,7,5,5,9,5,5,5,5,10,8,5,6,5,5,5,4,3,0.56,,,
5,8,5,7,6,3,9,4,4,4,4,5,6,3,5,6,3,5,1,4,0.485,,,
7,4,9,4,4,7,4,4,4,2,4,5,5,8,3,2,6,6,5,3,0.48,,,
3,2,2,7,7,3,4,5,10,7,6,2,9,6,6,8,4,7,7,2,0.535,,,
5,4,10,5,4,2,6,5,4,4,3,3,5,9,8,9,5,4,7,5,0.535,,,
8,3,3,4,6,5,3,5,3,3,3,6,6,3,4,5,4,4,4,6,0.44,,,
3,7,6,8,4,2,1,8,8,2,4,2,1,6,3,5,6,3,3,6,0.44,,,
8,8,5,3,2,4,2,7,4,8,5,3,3,4,3,2,5,4,6,4,0.45,,,
3,3,7,7,7,4,0,6,2,2,4,6,5,8,4,2,2,5,2,3,0.41,,,
5,4,8,7,6,5,6,4,7,2,8,6,4,4,5,5,5,5,9,5,0.55,,,
4,3,7,3,2,6,3,5,5,5,4,7,6,3,3,2,5,2,7,3,0.425,,,
1,5,10,5,4,4,5,7,9,7,10,7,6,3,7,8,8,4,6,3,0.595,,,
3,11,6,3,6,7,4,9,7,5,4,5,4,5,6,4,1,6,4,2,0.51,,,
3,5,4,5,5,5,4,2,4,7,4,1,4,7,4,7,3,5,3,6,0.44,,,
4,5,3,4,3,5,8,2,2,6,8,11,3,6,3,6,5,2,5,5,0.48,,,
7,1,3,4,5,9,2,2,5,5,5,6,2,4,4,4,4,7,8,3,0.45,,,
5,4,4,7,6,5,3,7,5,2,5,5,5,4,9,3,4,5,2,11,0.505,,,
8,6,7,10,5,6,5,3,5,4,7,4,6,4,6,7,6,6,8,6,0.595,,,
7,3,3,7,6,8,1,2,3,4,7,1,5,8,5,7,6,5,3,8,0.495,,,
4,8,6,3,6,5,6,7,7,2,4,8,1,10,4,5,0,4,5,6,0.505,,,
4,5,5,6,9,7,3,2,4,11,5,5,8,5,5,6,8,7,7,6,0.59,,,
4,4,6,0,5,3,3,9,3,5,3,5,5,2,2,3,6,7,7,4,0.43,,,
4,1,6,8,8,5,4,2,4,5,5,4,3,5,3,5,7,8,7,2,0.48,,,
7,2,3,1,5,5,5,7,3,8,6,8,4,10,7,4,3,4,2,6,0.5,,,
7,5,7,2,5,5,5,3,4,5,4,1,9,6,6,5,4,4,6,6,0.495,,,
5,2,7,7,5,8,6,5,5,6,7,9,6,7,3,8,4,5,4,5,0.57,,,
2,5,2,8,8,7,6,5,5,6,2,2,3,4,4,5,6,5,4,6,0.475,,,
5,5,3,6,5,5,8,2,7,3,3,4,6,4,6,3,11,8,1,2,0.485,,,
1,3,6,4,9,9,3,2,6,6,4,3,5,9,5,5,2,5,1,5,0.465,,,
7,4,6,5,1,2,7,5,6,6,10,5,5,6,6,6,7,6,8,6,0.57,,,
5,3,6,7,1,7,9,4,0,5,2,2,2,6,3,4,6,7,9,7,0.475,,,
5,4,5,6,3,6,12,5,6,6,3,7,6,2,2,4,4,2,7,4,0.495,,,
6,4,5,8,1,5,5,1,2,7,3,4,2,6,2,6,9,7,6,5,0.47,,,
4,4,2,12,2,9,11,5,2,6,3,2,7,7,2,4,4,5,5,2,0.49,,,
1,4,7,6,4,6,7,5,4,6,4,5,1,3,4,6,4,4,5,4,0.45,,,
8,11,2,2,8,5,3,6,8,1,3,2,5,5,6,1,2,5,9,5,0.485,,,
9,2,9,6,7,5,6,9,7,4,5,6,4,6,2,4,1,4,7,3,0.53,,,
5,6,6,3,3,8,3,3,2,7,5,5,2,3,5,6,5,3,6,6,0.46,,,
2,4,8,9,6,4,5,2,1,9,11,4,4,10,6,4,6,8,4,2,0.545,,,
4,4,2,5,11,7,5,7,5,6,12,3,5,4,0,1,1,4,3,3,0.46,,,
4,1,6,5,6,2,7,3,5,4,2,9,3,9,5,3,7,6,5,11,0.515,,,
3,6,5,8,6,6,8,5,6,4,2,8,4,2,1,7,3,7,4,4,0.495,,,
3,6,12,10,7,2,6,4,2,4,7,6,2,5,8,5,5,8,6,10,0.59,,,
2,6,2,4,0,9,8,5,5,1,6,4,3,6,4,8,10,5,4,3,0.475,,,
4,4,4,3,1,3,6,2,4,9,5,8,3,4,5,8,8,5,4,11,0.505,,,
7,10,6,5,7,6,7,9,2,5,4,6,5,4,2,6,3,3,3,6,0.53,,,
3,4,5,5,3,7,4,5,7,1,5,4,2,3,10,8,6,7,4,6,0.495,,,
6,2,7,5,6,2,1,7,4,9,5,4,8,4,4,3,8,9,5,3,0.51,,,
10,7,3,6,7,10,2,3,7,5,2,11,3,3,3,5,6,6,4,10,0.565,,,
7,3,5,3,6,3,6,6,4,7,7,2,4,3,4,9,7,7,6,4,0.515,,,
4,6,2,5,7,8,8,4,4,6,4,3,3,8,6,6,5,5,3,4,0.505,,,
6,6,4,6,3,6,4,8,4,2,8,6,7,4,4,5,5,9,6,3,0.53,,,
5,5,5,7,3,4,5,5,4,4,9,4,5,5,5,5,0,6,1,7,0.47,,,
8,7,2,4,3,5,4,4,6,8,8,8,6,7,6,4,2,6,6,5,0.545,,,
8,4,6,4,6,6,11,6,5,5,5,3,5,4,7,7,4,4,9,4,0.565,,,
9,3,5,11,4,8,8,9,3,8,7,3,10,4,0,2,4,10,6,3,0.585,,,
3,5,5,5,3,6,4,5,3,8,2,2,2,2,6,4,3,3,5,9,0.425,,,
3,6,4,3,8,2,5,8,7,4,7,8,7,5,5,1,7,2,6,5,0.515,,,
8,9,6,5,9,2,6,1,7,6,5,9,9,5,6,6,2,8,6,5,0.6,,,
3,9,4,4,4,6,5,5,9,4,4,5,9,3,1,0,7,5,2,2,0.455,,,
3,2,10,0,6,5,7,4,7,4,4,3,5,5,7,1,3,3,9,4,0.46,,,
4,5,5,2,1,5,8,6,5,6,4,7,4,5,3,10,4,7,8,4,0.515,,,
6,6,3,5,1,8,4,2,3,7,7,5,7,2,4,4,4,8,8,5,0.495,,,
4,9,5,6,7,4,4,7,4,1,7,4,11,2,2,5,4,0,4,4,0.47,,,
2,9,8,4,5,3,6,1,2,5,3,1,7,6,5,9,6,2,9,2,0.475,,,
4,6,7,3,4,6,2,3,10,6,6,7,3,8,6,3,8,10,6,5,0.565,,,
2,9,6,4,4,5,4,4,4,7,5,8,0,3,15,6,2,9,4,5,0.53,,,
4,5,4,7,2,6,3,6,6,7,5,7,5,3,6,11,8,5,8,5,0.565,,,
2,3,3,6,6,2,7,3,5,2,9,6,8,4,5,8,6,4,6,1,0.48,,,
3,9,2,3,7,5,6,8,5,5,7,2,8,6,3,5,5,5,7,3,0.52,,,
5,2,3,3,2,5,12,7,6,7,4,3,6,5,4,8,5,7,3,3,0.5,,,
9,6,5,4,6,5,6,4,4,2,5,3,4,8,4,6,9,3,2,8,0.515,,,
4,3,4,2,4,3,7,8,4,9,2,4,4,4,7,8,5,4,1,5,0.46,,,
7,12,12,4,8,5,7,5,1,5,8,5,2,5,5,9,4,5,7,5,0.605,,,
3,3,8,4,1,8,7,5,6,5,5,4,5,11,3,5,5,3,5,5,0.505,,,
3,2,6,6,8,11,11,4,7,7,11,4,3,5,6,6,12,7,6,6,0.655,,,
6,7,6,4,5,2,5,7,5,4,6,3,3,7,5,7,4,9,2,6,0.515,,,
6,3,8,3,4,4,3,6,4,7,3,3,2,2,3,5,3,3,4,6,0.41,,,
4,5,4,5,4,5,4,2,4,6,7,2,7,3,9,4,10,4,4,3,0.48,,,
6,4,5,5,3,4,6,6,4,7,4,8,4,5,11,6,6,6,5,6,0.555,,,
10,5,3,3,1,6,5,8,6,5,3,5,6,4,7,2,8,4,5,3,0.495,,,
13,2,4,5,3,4,5,7,3,5,4,2,5,5,2,3,8,3,4,5,0.46,,,
8,3,6,3,5,6,5,6,5,2,6,4,3,1,3,5,2,3,5,2,0.415,,,
7,3,7,6,5,6,3,6,5,4,3,3,3,4,3,5,6,9,3,3,0.47,,,
5,4,5,8,6,3,5,4,8,2,4,4,3,3,6,3,2,3,3,4,0.425,,,
8,8,7,11,6,2,4,4,6,5,5,8,5,7,5,1,4,2,3,8,0.545,,,
3,3,4,5,2,9,5,7,2,6,7,10,2,3,6,9,10,9,7,5,0.57,,,
8,4,5,7,3,7,4,7,6,4,7,5,3,7,3,7,5,5,6,8,0.555,,,
3,11,5,8,3,3,2,4,9,5,0,5,6,7,6,6,6,2,0,9,0.5,,,
4,6,4,6,5,4,6,6,2,7,4,7,6,3,3,7,3,6,3,3,0.475,,,
6,9,5,5,6,6,5,4,8,5,2,1,4,7,3,6,4,7,10,3,0.53,,,
4,7,5,3,9,3,4,6,7,6,4,2,2,6,6,9,5,4,2,5,0.495,,,
4,6,1,6,6,6,5,6,3,2,3,7,5,5,3,2,2,11,4,5,0.46,,,
8,9,9,7,6,5,3,4,4,5,9,2,3,4,4,7,7,5,11,1,0.565,,,
4,2,6,4,4,4,8,2,5,9,5,7,4,2,9,6,6,3,3,2,0.475,,,
6,3,6,3,3,2,2,4,4,8,9,2,5,3,5,5,3,5,2,7,0.435,,,
9,4,4,3,7,2,4,8,5,2,4,8,3,6,4,3,3,4,4,5,0.46,,,
3,4,7,1,6,5,2,6,11,2,9,5,7,7,2,5,6,3,6,5,0.51,,,
8,8,4,3,3,7,8,5,5,8,7,7,5,5,2,3,6,5,6,4,0.545,,,
2,4,11,5,3,3,4,6,4,4,8,3,4,4,0,2,8,4,5,3,0.435,,,
8,5,8,5,6,6,5,6,7,3,2,5,4,6,7,4,5,5,7,7,0.555,,,
7,3,2,6,4,7,6,4,9,8,3,6,5,6,4,3,4,1,6,7,0.505,,,
3,5,6,6,2,3,5,4,4,7,3,8,2,6,6,7,5,4,5,4,0.475,,,
4,1,8,4,6,7,9,4,2,7,6,5,4,6,4,10,4,6,7,6,0.55,,,
4,3,8,9,3,4,5,4,5,7,2,4,2,3,2,3,9,8,6,8,0.495,,,
5,3,4,4,11,6,6,8,5,5,8,6,5,3,5,3,3,3,11,6,0.55,,,
4,2,6,10,5,4,2,2,6,4,6,1,4,11,4,8,8,7,6,2,0.51,,,
4,5,7,2,5,4,1,2,4,8,3,2,7,5,2,5,2,5,4,4,0.405,,,
11,8,6,6,1,3,4,10,3,6,7,7,7,4,1,4,5,9,2,6,0.55,,,
5,4,7,4,8,8,2,5,6,7,6,4,5,4,5,7,3,7,9,6,0.56,,,
7,6,6,6,4,5,4,4,2,3,6,3,5,6,7,2,7,6,5,3,0.485,,,
6,3,1,7,6,7,8,2,4,2,3,9,2,2,5,5,5,8,5,7,0.485,,,
6,6,4,7,6,6,3,3,5,6,4,4,4,7,9,5,7,6,4,5,0.535,,,
4,7,2,8,9,4,5,5,5,3,4,4,4,6,1,6,2,6,3,4,0.46,,,
7,8,7,8,5,8,6,6,4,5,6,4,2,3,5,6,3,2,5,5,0.525,,,
4,4,11,9,3,4,4,7,4,2,4,6,7,6,6,7,8,7,7,3,0.565,,,
9,8,3,2,4,8,3,4,9,4,8,8,6,6,3,6,3,4,5,3,0.53,,,
10,11,4,7,6,4,3,5,3,3,7,7,8,6,6,7,6,8,7,3,0.605,,,
4,6,6,7,5,8,3,7,3,5,2,7,7,1,6,6,6,4,2,3,0.49,,,
5,6,6,3,3,8,7,6,1,7,5,5,0,5,3,3,3,3,5,6,0.45,,,
5,9,6,4,7,3,4,8,3,3,5,6,3,7,4,3,5,5,8,3,0.505,,,
6,4,8,10,7,2,11,8,3,5,5,6,5,4,6,5,0,8,7,7,0.585,,,
5,9,5,9,2,5,4,4,4,5,4,8,6,7,2,2,15,4,8,2,0.55,,,
5,5,6,5,4,9,1,1,8,2,5,13,3,9,4,8,7,3,4,8,0.55,,,
3,3,2,4,6,5,6,5,7,4,4,4,6,2,7,5,6,5,6,9,0.495,,,
4,8,4,7,6,4,5,9,8,9,6,2,9,8,4,3,8,4,7,6,0.605,,,
2,8,5,6,2,6,9,6,6,5,5,6,6,3,2,10,3,4,3,2,0.495,,,
11,3,5,8,6,4,4,6,3,11,4,5,4,5,3,9,6,8,9,8,0.61,,,
2,5,2,9,9,6,2,7,3,6,5,5,6,5,2,6,6,3,6,2,0.485,,,
5,6,5,9,9,1,6,6,5,4,4,7,6,3,4,7,7,6,9,7,0.58,,,
7,11,6,3,1,11,10,5,1,2,4,9,8,5,6,6,3,4,3,7,0.56,,,
5,8,5,3,2,4,6,2,5,4,7,4,7,5,5,6,1,8,2,4,0.465,,,
11,0,12,10,3,4,7,4,5,7,3,12,4,3,5,7,1,3,4,4,0.545,,,
4,6,4,2,4,6,10,1,9,5,9,4,3,5,5,4,4,8,3,4,0.5,,,
6,4,2,6,5,4,8,4,8,3,2,7,5,4,5,3,5,8,5,3,0.485,,,
2,5,7,3,7,6,7,2,11,8,7,1,4,2,5,4,5,4,5,2,0.485,,,
6,5,5,5,4,2,5,4,5,5,1,3,4,11,8,3,6,2,4,2,0.45,,,
6,8,7,1,2,4,9,6,8,3,2,5,4,5,6,11,1,5,7,5,0.525,,,
5,2,5,4,9,4,6,4,12,2,7,7,7,6,3,4,3,6,6,5,0.535,,,
3,4,4,3,5,4,3,4,6,5,4,7,3,5,4,7,4,2,4,7,0.44,,,
1,5,5,4,6,5,4,5,5,5,7,3,6,9,3,8,5,7,4,3,0.5,,,
6,5,3,5,3,8,5,4,3,9,3,7,5,5,3,9,8,6,4,6,0.535,,,
5,4,11,3,4,2,4,5,6,7,2,8,4,7,6,8,6,5,3,5,0.525,,,
4,5,2,4,5,1,1,1,3,8,7,4,5,5,5,6,3,5,4,7,0.425,,,
0,2,7,3,4,6,3,1,3,5,7,7,6,7,6,7,7,5,6,6,0.49,,,
7,8,3,4,8,2,5,5,5,6,2,5,7,8,3,2,10,2,3,7,0.51,,,
6,4,2,6,4,1,5,8,11,4,7,7,6,7,5,9,2,10,6,1,0.555,,,
2,5,9,3,7,2,7,5,3,4,8,3,5,0,5,6,6,2,4,3,0.445,,,
6,5,5,2,6,4,1,1,10,6,5,4,8,3,5,6,3,3,4,7,0.47,,,
3,4,4,2,8,4,4,6,4,8,1,6,5,5,8,3,4,5,7,3,0.47,,,
1,3,8,7,5,5,4,6,4,9,5,7,8,3,0,4,2,3,5,3,0.46,,,
10,5,5,6,7,4,3,2,5,8,2,3,7,8,5,4,9,4,7,3,0.535,,,
6,7,6,8,7,4,4,5,1,2,8,4,5,8,4,4,4,5,3,3,0.49,,,
3,2,2,4,7,2,3,8,4,2,5,5,4,10,4,6,4,6,3,4,0.44,,,
3,2,5,3,4,9,3,7,7,4,6,5,7,5,3,4,4,5,2,10,0.49,,,
4,8,6,5,4,5,3,6,4,3,5,6,7,9,5,6,6,3,5,5,0.525,,,
8,5,6,7,4,5,9,5,4,6,5,4,7,5,2,6,5,6,8,2,0.545,,,
3,5,5,5,6,1,6,5,3,4,4,2,3,7,6,6,6,4,8,4,0.465,,,
2,5,5,5,7,5,9,8,4,5,5,4,3,5,8,6,13,3,2,6,0.55,,,
4,6,6,6,2,5,6,6,9,6,9,8,3,7,8,3,2,4,9,3,0.56,,,
5,7,3,1,5,6,4,6,5,4,5,5,3,4,5,4,7,4,3,4,0.45,,,
6,4,4,8,6,4,7,2,4,2,6,3,3,1,8,5,6,3,7,7,0.48,,,
6,5,6,8,4,3,6,5,4,3,9,1,8,3,6,8,7,6,6,14,0.59,,,
6,6,5,6,5,3,10,3,3,9,5,5,0,3,8,4,6,2,5,9,0.515,,,
4,4,6,0,4,4,5,7,2,6,5,7,3,6,5,3,7,2,7,4,0.455,,,
2,2,7,5,3,5,5,5,6,2,8,5,7,4,3,4,4,3,5,8,0.465,,,
4,3,8,5,6,7,7,3,4,3,3,10,6,8,3,3,2,4,3,4,0.48,,,
7,5,2,4,6,9,2,5,9,6,2,6,7,0,3,5,2,3,3,5,0.455,,,
3,3,6,5,8,3,5,4,4,5,7,7,10,8,3,6,7,5,6,5,0.55,,,
3,4,0,3,3,7,2,5,5,3,5,1,8,3,5,9,6,7,3,6,0.44,,,
5,4,4,4,4,3,10,4,5,5,6,6,5,7,7,6,4,7,7,6,0.545,,,
4,6,7,5,10,5,5,7,3,4,8,3,1,5,5,7,6,3,5,8,0.535,,,
6,6,2,4,6,2,5,1,3,3,3,4,4,5,4,2,7,2,7,7,0.415,,,
3,1,4,7,5,3,5,6,3,5,7,8,6,4,1,4,5,4,8,7,0.48,,,
7,4,2,9,7,8,5,6,4,4,2,8,8,5,5,3,8,6,8,4,0.565,,,
6,5,8,3,8,1,9,6,4,5,4,7,7,5,5,1,4,9,4,1,0.51,,,
3,6,4,8,6,2,7,7,8,3,8,5,2,5,4,12,4,9,7,3,0.565,,,
4,5,2,3,4,3,7,6,7,4,5,3,2,3,1,4,8,6,3,4,0.42,,,
4,3,7,6,4,4,8,6,6,8,6,8,2,7,4,4,7,8,5,1,0.54,,,
2,6,5,1,6,9,5,3,7,2,9,1,2,3,4,1,5,3,2,6,0.41,,,
3,3,3,9,9,4,4,4,7,6,4,8,7,4,3,2,3,3,3,4,0.465,,,
4,2,5,9,4,5,6,8,5,4,5,5,5,4,9,4,2,6,4,5,0.505,,,
0,7,4,6,8,4,3,6,2,7,7,4,6,9,7,3,5,2,7,6,0.515,,,
7,4,6,6,6,8,3,2,1,5,4,9,7,4,4,7,6,5,6,8,0.54,,,
8,8,4,3,3,4,4,7,5,2,9,2,5,5,6,8,7,3,8,6,0.535,,,
4,6,4,6,4,3,2,5,7,1,7,5,7,8,3,3,8,2,2,5,0.46,,,
5,3,9,6,8,9,5,3,8,2,5,5,8,8,5,4,5,6,4,6,0.57,,,
2,6,3,4,2,11,4,5,3,6,3,5,6,4,4,4,1,3,1,2,0.395,,,
5,7,3,4,2,8,5,8,5,6,5,2,6,3,9,4,4,11,0,6,0.515,,,
7,6,3,9,4,3,6,3,4,6,4,6,6,6,2,4,4,3,4,12,0.51,,,
5,2,3,7,4,5,2,5,5,7,6,6,4,7,1,5,3,7,7,0,0.455,,,
4,12,6,6,11,4,3,5,6,4,4,3,5,6,2,4,3,6,0,5,0.495,,,
6,5,7,5,3,9,5,4,4,8,1,8,3,4,4,5,4,7,4,7,0.515,,,
8,4,5,3,7,3,8,2,8,2,7,5,3,3,3,10,4,3,3,9,0.5,,,
8,2,1,4,6,3,3,5,8,7,6,2,2,3,5,1,4,8,7,3,0.44,,,
4,9,6,5,3,7,4,9,4,6,2,10,2,4,2,3,4,4,2,5,0.475,,,
8,7,3,5,6,2,5,3,2,5,4,6,5,1,4,3,2,7,3,5,0.43,,,
6,3,8,5,8,7,4,8,3,4,4,8,5,6,6,8,8,2,7,9,0.595,,,
2,3,9,8,4,6,3,2,6,5,3,4,5,5,4,9,10,5,5,8,0.53,,,
2,6,4,5,5,3,7,5,8,3,5,4,4,9,7,4,4,7,6,6,0.52,,,
6,3,4,3,4,6,6,6,2,7,8,7,3,2,5,3,6,4,7,4,0.48,,,
8,4,7,4,5,5,6,5,1,7,2,4,7,8,3,7,8,9,6,4,0.55,,,
3,4,6,3,6,6,5,6,3,9,6,3,5,0,9,4,3,6,3,2,0.46,,,
3,3,7,2,2,2,2,3,6,3,8,3,5,5,6,2,4,7,6,3,0.41,,,
6,2,4,5,6,6,3,6,8,4,2,6,7,8,3,10,5,3,8,4,0.53,,,
9,4,3,7,4,2,1,8,5,3,2,10,8,7,8,5,14,2,2,3,0.535,,,
6,8,5,2,8,8,3,4,8,7,4,7,4,4,6,2,4,7,5,9,0.555,,,
4,3,6,6,5,7,5,2,7,8,3,2,6,2,5,6,4,7,6,5,0.495,,,
7,6,11,9,5,3,5,2,4,4,9,3,7,6,2,3,3,4,9,6,0.54,,,
6,6,4,6,11,7,6,7,2,3,6,7,2,5,5,4,6,6,5,6,0.55,,,
7,9,5,6,6,4,2,2,9,11,5,4,2,2,9,6,5,5,3,5,0.535,,,
3,4,2,8,4,5,5,9,9,4,6,8,8,7,4,4,4,2,3,4,0.515,,,
4,5,5,3,4,8,6,7,8,4,6,4,6,3,5,1,4,3,4,8,0.49,,,
2,5,6,7,0,4,5,5,3,6,7,6,6,6,6,5,4,4,9,2,0.49,,,
6,1,2,6,3,3,8,2,5,3,4,3,6,8,2,4,5,4,1,3,0.395,,,
4,3,5,6,4,1,2,7,5,3,1,6,8,7,9,7,2,3,4,3,0.45,,,
7,7,4,11,5,7,3,6,5,7,8,1,5,2,9,7,6,7,6,3,0.58,,,
3,3,2,3,4,6,5,2,9,8,4,3,4,3,3,6,8,4,6,7,0.465,,,
3,5,4,4,4,3,8,4,3,3,10,5,3,0,5,4,8,1,4,6,0.435,,,
10,9,5,4,5,7,4,5,1,4,8,4,8,4,4,7,6,9,4,7,0.575,,,
4,5,7,8,4,13,3,4,1,2,8,3,11,6,8,4,5,8,5,3,0.56,,,
7,8,7,3,6,5,7,7,4,6,4,1,4,6,8,1,4,6,7,5,0.53,,,
2,1,8,1,4,6,5,5,7,6,5,6,6,3,1,6,6,3,2,4,0.435,,,
4,4,6,5,2,2,6,2,5,3,2,5,2,4,5,3,5,3,3,5,0.38,,,
2,7,3,3,5,4,3,6,4,4,3,9,5,1,6,11,5,4,6,7,0.49,,,
4,8,6,6,4,6,8,4,5,3,4,7,6,4,5,6,2,3,7,7,0.525,,,
4,3,3,4,3,5,5,7,6,3,3,5,6,3,3,8,8,7,5,5,0.48,,,
2,4,6,5,7,10,3,2,2,5,3,2,5,3,8,10,3,5,3,8,0.48,,,
7,6,5,7,5,5,5,7,2,6,6,6,4,7,2,5,6,5,10,5,0.555,,,
6,7,9,2,7,5,8,4,9,3,8,5,4,9,4,3,6,4,5,9,0.585,,,
4,6,6,7,6,3,3,4,1,3,3,4,7,4,6,4,4,2,7,5,0.445,,,
4,7,7,2,5,3,3,2,4,5,3,2,6,3,3,7,4,4,9,5,0.44,,,
4,7,5,5,2,5,6,7,6,4,6,5,8,2,1,4,5,1,7,1,0.455,,,
6,9,7,5,6,6,15,3,6,3,4,6,3,2,3,3,3,4,3,7,0.52,,,
8,2,5,6,2,4,6,5,8,5,7,6,6,6,11,4,7,4,9,4,0.575,,,
5,6,4,2,8,6,3,3,2,4,7,3,6,6,8,3,6,5,4,6,0.485,,,
11,7,6,4,6,4,8,8,4,7,2,5,4,2,7,9,4,7,6,6,0.585,,,
11,3,4,8,5,4,5,8,3,5,5,6,10,8,5,6,6,1,7,8,0.59,,,
6,9,2,3,2,8,6,4,5,4,2,5,1,4,7,4,5,8,6,11,0.51,,,
6,6,9,10,4,10,6,5,6,7,5,4,3,6,5,2,6,6,4,9,0.595,,,
4,4,5,3,5,4,3,2,3,4,3,4,4,6,7,6,3,5,5,4,0.42,,,
5,2,5,2,1,4,4,7,4,6,5,9,7,9,5,5,3,4,5,6,0.49,,,
4,6,1,3,2,6,7,4,6,6,4,2,7,2,5,7,4,4,7,4,0.455,,,
4,2,3,3,6,6,5,8,4,7,10,5,4,5,7,6,8,3,4,4,0.52,,,
5,1,7,6,5,4,3,1,4,6,6,5,5,4,3,3,4,6,3,2,0.415,,,
3,2,9,4,3,5,6,9,8,4,5,6,3,7,2,4,10,7,4,8,0.545,,,
6,2,5,7,6,10,5,5,5,10,2,6,1,6,5,6,5,4,3,4,0.515,,,
6,2,9,3,5,4,2,9,2,6,7,8,4,4,10,6,3,6,4,6,0.53,,,
1,4,2,9,4,8,3,6,10,2,4,5,7,6,3,3,6,9,4,5,0.505,,,
10,9,5,8,5,2,5,3,5,5,7,2,7,4,2,4,9,4,7,5,0.54,,,
5,4,5,4,4,4,9,4,4,4,3,5,6,4,6,4,5,8,3,7,0.49,,,
4,4,13,3,4,2,5,5,6,4,2,5,3,4,6,2,7,6,5,5,0.475,,,
5,5,5,6,5,5,8,8,7,4,3,5,4,1,4,6,8,6,4,4,0.515,,,
3,3,5,3,6,2,7,4,6,9,6,7,3,3,9,5,5,5,8,5,0.52,,,
3,5,3,0,7,11,7,2,7,7,4,6,6,2,2,5,5,10,5,6,0.515,,,
5,2,2,6,6,3,5,3,4,5,6,2,5,2,2,8,4,1,8,5,0.42,,,
4,3,4,2,5,5,5,2,6,5,4,1,5,6,2,7,6,11,5,7,0.475,,,
7,2,3,4,7,5,4,4,6,4,3,6,5,4,3,5,8,2,5,7,0.47,,,
6,5,6,10,6,6,8,5,5,6,4,7,1,5,8,9,4,3,1,4,0.545,,,
7,7,8,8,3,4,6,2,5,3,8,3,6,5,5,6,6,7,3,5,0.535,,,
5,4,4,2,12,8,8,5,7,5,5,8,2,4,5,6,3,3,4,5,0.525,,,
4,6,9,9,3,7,8,4,5,9,7,4,5,3,8,5,6,1,6,7,0.58,,,
5,4,11,4,3,5,5,4,1,5,3,2,6,6,4,10,8,6,8,4,0.52,,,
6,0,5,2,5,8,7,6,8,4,8,8,6,4,10,4,3,3,5,6,0.54,,,
3,7,6,7,1,1,3,8,6,4,4,5,6,4,3,6,5,6,2,4,0.455,,,
5,5,5,2,10,4,8,5,8,6,9,5,5,5,5,7,5,3,7,5,0.57,,,
10,6,5,7,2,4,3,8,7,5,5,2,3,7,3,5,3,2,4,3,0.47,,,
5,5,6,7,7,4,3,4,4,5,6,4,4,8,1,5,6,1,6,1,0.46,,,
7,3,2,4,8,6,3,4,7,8,10,2,3,1,8,2,3,2,5,1,0.445,,,
3,8,1,7,6,2,3,8,3,5,6,8,3,3,5,4,3,3,8,5,0.47,,,
2,4,8,4,5,5,3,3,7,5,9,4,5,8,4,4,2,6,8,8,0.52,,,
3,7,5,6,8,3,5,4,5,4,4,7,6,8,7,5,5,7,4,7,0.55,,,
6,5,6,3,4,4,8,8,8,4,4,8,5,4,7,3,2,3,10,6,0.54,,,
8,5,3,6,5,1,5,7,3,2,5,3,4,7,4,2,3,6,3,7,0.445,,,
4,7,4,3,3,6,9,7,2,4,5,1,3,4,7,4,2,7,4,5,0.455,,,
